rep,arm,k,auc,n,p
18,iamb_soft_cg,2,0.6450400000000001,408,11
18,iamb_soft_fz,2,0.60248,408,11
18,cfs_iamb,2,0.58544,408,11
18,cfs_hiton_mb,2,0.58544,408,11
18,cfs_cg,2,0.6450400000000001,408,11
18,vanilla,4,0.6700000000000002,408,11
18,causal,4,0.6700000000000002,408,11
18,iamb_soft_cg,4,0.6700000000000002,408,11
18,iamb_soft_fz,4,0.61912,408,11
18,cfs_iamb,4,0.5829599999999999,408,11
18,cfs_hiton_mb,4,0.5829599999999999,408,11
18,cfs_cg,4,0.6856800000000001,408,11
18,vanilla,6,0.68464,408,11
18,causal,6,0.68464,408,11
18,iamb_soft_cg,6,0.68464,408,11
18,iamb_soft_fz,6,0.6128800000000001,408,11
18,cfs_iamb,6,0.5829599999999999,408,11
18,cfs_hiton_mb,6,0.5829599999999999,408,11
18,cfs_cg,6,0.6719200000000001,408,11
18,vanilla,8,0.6648,408,11
18,causal,8,0.6648,408,11
18,iamb_soft_cg,8,0.6648,408,11
18,iamb_soft_fz,8,0.58712,408,11
18,cfs_iamb,8,0.5829599999999999,408,11
18,cfs_hiton_mb,8,0.5829599999999999,408,11
18,cfs_cg,8,0.67104,408,11
18,vanilla,10,0.66176,408,11
18,causal,10,0.66176,408,11
18,iamb_soft_cg,10,0.66176,408,11
18,iamb_soft_fz,10,0.6364000000000001,408,11
18,cfs_iamb,10,0.5829599999999999,408,11
18,cfs_hiton_mb,10,0.5829599999999999,408,11
18,cfs_cg,10,0.66784,408,11
19,vanilla,2,0.65776,408,11
19,causal,2,0.65776,408,11
19,iamb_soft_cg,2,0.65776,408,11
19,iamb_soft_fz,2,0.6522399999999999,408,11
19,cfs_iamb,2,0.58968,408,11
19,cfs_hiton_mb,2,0.63632,408,11
19,cfs_cg,2,0.65776,408,11
19,vanilla,4,0.7220799999999999,408,11
19,causal,4,0.67136,408,11
19,iamb_soft_cg,4,0.7220799999999999,408,11
19,iamb_soft_fz,4,0.636,408,11
19,cfs_iamb,4,0.63656,408,11
19,cfs_hiton_mb,4,0.63408,408,11
19,cfs_cg,4,0.7184,408,11
19,vanilla,6,0.71104,408,11
19,causal,6,0.6564800000000001,408,11
19,iamb_soft_cg,6,0.71728,408,11
19,iamb_soft_fz,6,0.6712,408,11
19,cfs_iamb,6,0.63656,408,11
19,cfs_hiton_mb,6,0.63408,408,11
19,cfs_cg,6,0.6965600000000001,408,11
19,vanilla,8,0.69344,408,11
19,causal,8,0.6926399999999999,408,11
19,iamb_soft_cg,8,0.7005600000000001,408,11
19,iamb_soft_fz,8,0.64552,408,11
19,cfs_iamb,8,0.63656,408,11
19,cfs_hiton_mb,8,0.63408,408,11
19,cfs_cg,8,0.7005600000000001,408,11
19,vanilla,10,0.7091199999999999,408,11
19,causal,10,0.70112,408,11
19,iamb_soft_cg,10,0.71712,408,11
19,iamb_soft_fz,10,0.65184,408,11
19,cfs_iamb,10,0.63656,408,11
19,cfs_hiton_mb,10,0.63408,408,11
19,cfs_cg,10,0.71712,408,11
