param,value,seed,model,edges,sd,sc,shd,fpr,tpr,f1,tp,mcc,shd-nm,f1_bin_bin,f1_bin_cont,precision_bin_bin,precision_bin_cont,recall_bin_bin,recall_bin_cont
n_samples,500,9,logistic,mut_0->mut_8;mut_2->mut_5;mut_5->mut_3;mut_6->mut_7,0.5555555555555556,0.5246825396825398,0.3111111111111111,0.010869565217391304,0.25,0.36363636363636365,2,0.3803008237823714,0.0012152777777777778,0.3,0.0,0.75,0.0,0.1875,0.0
n_samples,750,0,gaussian,mut_2->mut_1;mut_2->mut_3;mut_2->mut_6;mut_5->Y;mut_5->mut_1;mut_5->mut_3;mut_5->mut_7;mut_5->mut_8;mut_6->mut_3,0.6888888888888889,0.5836507936507936,0.4888888888888889,0.044444444444444446,0.1,0.13333333333333333,1,0.07647191129018725,0.0021728395061728395,0.09523809523809525,0.0,0.125,0.0,0.07692307692307693,0.0
n_samples,750,0,logistic,mut_0->Y;mut_0->mut_7;mut_6->Y;mut_8->mut_1;mut_8->mut_5;mut_8->mut_6,0.5555555555555556,0.5225925925925926,0.3333333333333333,0.0,0.3,0.46153846153846156,3,0.5275893435844943,0.0014814814814814814,0.11764705882352941,1.0,0.25,1.0,0.07692307692307693,1.0
n_samples,750,1,gaussian,mut_2->mut_5;mut_3->Y;mut_3->mut_6;mut_8->mut_4;mut_8->mut_5;mut_8->mut_6;mut_8->mut_7,0.7555555555555555,0.5816137566137567,0.4,0.011111111111111112,0.2,0.3076923076923077,2,0.3321858829976445,0.00110803324099723,0.2608695652173913,0.6666666666666666,0.5,1.0,0.17647058823529413,0.5
n_samples,750,1,logistic,mut_1->mut_4;mut_1->mut_6;mut_2->mut_3;mut_3->Y;mut_3->mut_0;mut_3->mut_7;mut_8->mut_5,0.7333333333333333,0.6311904761904762,0.4,0.022222222222222223,0.3,0.4,3,0.3823595564509363,0.00110803324099723,0.2608695652173913,0.6666666666666666,0.5,1.0,0.17647058823529413,0.5
n_samples,750,2,gaussian,mut_1->mut_5;mut_3->mut_1;mut_3->mut_4;mut_3->mut_6;mut_3->mut_7;mut_7->mut_1;mut_7->mut_6;mut_8->mut_1;mut_8->mut_2;mut_8->mut_7,0.4,0.45104938271604933,0.4222222222222222,0.041666666666666664,0.0,0.0,0,-0.041666666666666664,0.003489439853076217,0.10000000000000002,0.0,0.1,0.0,0.1,0.0
n_samples,750,2,logistic,mut_1->mut_2;mut_2->mut_5;mut_2->mut_7;mut_6->mut_3;mut_7->mut_4,0.28888888888888886,0.34798059964726635,0.17777777777777778,0.010416666666666666,0.5,0.5714285714285714,2,0.5624005575838948,0.0014692378328741967,0.5333333333333333,0.0,0.8,0.0,0.4,0.0
n_samples,750,3,gaussian,mut_0->mut_7;mut_3->Y;mut_4->mut_0;mut_4->mut_1;mut_4->mut_2;mut_4->mut_3;mut_4->mut_5;mut_4->mut_8;mut_6->mut_3;mut_7->mut_2;mut_7->mut_3,0.5777777777777777,0.318042328042328,0.5555555555555556,0.031578947368421054,0.2,0.2222222222222222,1,0.1873171623163388,0.0017146776406035667,0.07407407407407408,1.0,0.1,1.0,0.058823529411764705,1.0
n_samples,750,3,logistic,mut_0->mut_6;mut_1->mut_7;mut_3->Y;mut_3->mut_2;mut_6->mut_8;mut_7->mut_4;mut_7->mut_8,0.6666666666666666,0.5164550264550265,0.37777777777777777,0.031578947368421054,0.4,0.4,2,0.3684210526315789,0.0011659807956104253,0.2608695652173913,1.0,0.5,1.0,0.17647058823529413,1.0
n_samples,750,4,gaussian,mut_1->mut_2;mut_2->mut_7;mut_3->mut_7;mut_4->mut_2;mut_5->Y;mut_6->Y;mut_6->mut_0;mut_6->mut_7;mut_7->Y;mut_8->mut_7,0.4888888888888889,0.4410052910052909,0.4666666666666667,0.045454545454545456,0.25,0.3157894736842105,3,0.2605141383010009,0.0016147635524798155,0.0,1.0,0.0,1.0,0.0,1.0
n_samples,750,4,logistic,mut_1->mut_8;mut_6->Y;mut_6->mut_0;mut_6->mut_3;mut_7->Y,0.5777777777777777,0.6272486772486773,0.3111111111111111,0.0,0.25,0.4,3,0.47623956546190094,0.0010765090349865436,0.23529411764705882,0.8,0.6666666666666666,1.0,0.14285714285714285,0.6666666666666666
n_samples,750,5,gaussian,mut_0->Y;mut_0->mut_5;mut_2->mut_6;mut_4->Y;mut_5->mut_2;mut_5->mut_6;mut_8->Y,0.7111111111111111,0.6619576719576721,0.4888888888888889,0.033707865168539325,0.2727272727272727,0.35294117647058826,3,0.31490891784820185,0.001108591584782061,0.0,1.0,0.0,1.0,0.0,1.0
n_samples,750,5,logistic,mut_0->Y;mut_0->mut_7;mut_2->mut_5;mut_4->Y;mut_5->mut_1;mut_5->mut_6;mut_7->mut_1;mut_8->Y;mut_8->mut_1;mut_8->mut_3;mut_8->mut_7,0.6222222222222222,0.46079365079365076,0.4,0.011235955056179775,0.45454545454545453,0.5882352941176471,5,0.5840618390859812,0.0009070294784580499,0.30769230769230765,1.0,0.5,1.0,0.2222222222222222,1.0
n_samples,750,6,gaussian,mut_0->mut_3;mut_0->mut_6;mut_1->mut_3;mut_4->mut_3;mut_4->mut_7;mut_5->mut_2;mut_5->mut_3;mut_6->mut_5,0.4888888888888889,0.41634920634920636,0.4222222222222222,0.03296703296703297,0.1111111111111111,0.15384615384615385,1,0.11412279800291011,0.0024983563445101905,0.09523809523809525,0.0,0.125,0.0,0.07692307692307693,0.0
n_samples,750,6,logistic,mut_0->mut_3;mut_4->mut_2;mut_4->mut_3;mut_5->mut_6;mut_7->Y;mut_7->mut_1;mut_7->mut_4;mut_8->mut_2;mut_8->mut_6,0.4666666666666667,0.39148148148148143,0.35555555555555557,0.02197802197802198,0.1111111111111111,0.16666666666666666,1,0.14953209388661398,0.00210387902695595,0.2857142857142857,0.0,0.375,0.0,0.23076923076923078,0.0
n_samples,750,7,gaussian,mut_2->mut_4;mut_3->Y;mut_3->mut_2;mut_3->mut_5;mut_3->mut_6;mut_5->mut_2;mut_6->Y;mut_6->mut_4;mut_6->mut_8;mut_7->mut_2;mut_7->mut_4,0.4,0.5433068783068783,0.4222222222222222,0.0425531914893617,0.3333333333333333,0.3333333333333333,2,0.2907801418439716,0.0021541950113378684,0.09523809523809525,1.0,0.1111111111111111,1.0,0.08333333333333333,1.0
n_samples,750,7,logistic,mut_1->mut_7;mut_2->mut_8;mut_3->Y;mut_4->mut_5;mut_6->Y;mut_6->mut_1;mut_6->mut_3,0.4222222222222222,0.47113756613756613,0.2,0.010638297872340425,0.6666666666666666,0.7272727272727273,4,0.7148507337073218,0.0010204081632653062,0.47058823529411764,1.0,0.8,1.0,0.3333333333333333,1.0
n_samples,750,8,gaussian,mut_1->mut_0;mut_1->mut_2;mut_1->mut_5;mut_1->mut_8;mut_2->mut_4;mut_5->mut_2;mut_5->mut_4;mut_6->mut_2;mut_6->mut_4;mut_6->mut_7,0.4444444444444444,0.4373544973544974,0.37777777777777777,0.043010752688172046,0.14285714285714285,0.16666666666666666,1,0.11688964981403888,0.004663923182441701,0.10526315789473685,0.0,0.1,0.0,0.1111111111111111,0.0
n_samples,750,8,logistic,mut_1->mut_3;mut_2->mut_0;mut_2->mut_5;mut_4->mut_7;mut_5->mut_1;mut_7->mut_6;mut_8->mut_4,0.24444444444444444,0.3185185185185185,0.2222222222222222,0.021505376344086023,0.14285714285714285,0.2,1,0.18150563077168275,0.0027434842249657062,0.375,0.0,0.42857142857142855,0.0,0.3333333333333333,0.0
n_samples,750,9,gaussian,mut_2->mut_0;mut_2->mut_1;mut_3->mut_1;mut_3->mut_5;mut_4->mut_5;mut_7->mut_5;mut_8->mut_0;mut_8->mut_5,0.5111111111111111,0.43166666666666664,0.4888888888888889,0.021739130434782608,0.0,0.0,0,-0.04212627318711346,0.0019097222222222222,0.08333333333333333,0.0,0.125,0.0,0.0625,0.0
n_samples,750,9,logistic,mut_0->mut_8;mut_5->mut_2;mut_6->mut_7;mut_8->mut_2,0.5777777777777777,0.5491269841269841,0.3111111111111111,0.0,0.25,0.4,2,0.48445214165180484,0.0012152777777777778,0.3,0.0,0.75,0.0,0.1875,0.0
n_obs,4,0,gaussian,mut_0->Y,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,4,0,logistic,mut_0->Y,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,4,1,gaussian,mut_0->mut_1,0.0,0.16666666666666666,0.16666666666666666,0.0625,1,0.0,0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,1,logistic,,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,2,gaussian,mut_0->Y,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,4,2,logistic,mut_0->Y,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,4,3,gaussian,,1.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0,1,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,3,logistic,,1.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0,1,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,4,gaussian,,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,4,logistic,,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,5,gaussian,,0.5,0.5,0.5,0.0,1,1,0,1,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,5,logistic,,0.5,0.5,0.5,0.0,1,1,0,1,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,6,gaussian,mut_0->mut_2;mut_2->Y,0.0,0.24999999999999997,0.16666666666666666,0.06666666666666667,1.0,0.6666666666666666,1,0.6831300510639733,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,4,6,logistic,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,7,gaussian,,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,7,logistic,,0.0,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,8,gaussian,,0.5,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0,1,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,8,logistic,mut_1->mut_0,0.3333333333333333,0.24999999999999997,0.5,0.0,0.0,0.0,0,1,0.125,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,9,gaussian,mut_2->mut_0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,1,1,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,4,9,logistic,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1,1,0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,6,0,gaussian,mut_1->Y;mut_2->Y;mut_2->mut_3,0.4666666666666667,0.5411111111111111,0.4666666666666667,0.03225806451612903,0.4,0.5,2,0.4601415057116587,0.007291666666666667,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,0,logistic,mut_1->Y;mut_2->Y;mut_4->mut_2,0.4,0.5411111111111111,0.3333333333333333,0.0,0.4,0.5714285714285714,2,0.6039088361275575,0.005208333333333333,0.2857142857142857,1.0,1.0,1.0,0.16666666666666666,1.0
n_obs,6,1,gaussian,mut_0->mut_2,0.2,0.23333333333333334,0.13333333333333333,0.0,0.5,0.6666666666666666,1,0.6969320524371696,0.014814814814814815,0.5,0.0,1.0,0.0,0.3333333333333333,0.0
n_obs,6,1,logistic,mut_0->mut_4,0.2,0.23333333333333334,0.13333333333333333,0.0,0.5,0.6666666666666666,1,0.6969320524371696,0.014814814814814815,0.5,0.0,1.0,0.0,0.3333333333333333,0.0
n_obs,6,2,gaussian,mut_0->Y;mut_2->mut_4,0.3333333333333333,0.45888888888888896,0.3333333333333333,0.03125,0.25,0.3333333333333333,1,0.30012252399939043,0.013333333333333332,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,2,logistic,mut_0->Y,0.4666666666666667,0.45888888888888896,0.26666666666666666,0.0,0.25,0.4,1,0.47809144373375745,0.010666666666666666,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,3,gaussian,mut_0->mut_4;mut_1->Y;mut_3->mut_0,0.4,0.5444444444444444,0.4,0.03125,0.25,0.3333333333333333,1,0.30012252399939043,0.016,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,3,logistic,mut_1->Y;mut_3->mut_2,0.3333333333333333,0.3555555555555555,0.3333333333333333,0.0,0.25,0.4,1,0.47809144373375745,0.013333333333333332,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,4,gaussian,mut_0->mut_1;mut_0->mut_3,0.7333333333333333,0.6222222222222222,0.5333333333333333,0.03225806451612903,0.2,0.2857142857142857,1,0.2532520925696209,0.008333333333333333,0.25,0.0,0.5,0.0,0.16666666666666666,0.0
n_obs,6,4,logistic,,1.0,0.7888888888888889,0.5333333333333333,0.0,0.0,0.0,0,1,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,6,5,gaussian,mut_3->mut_0,0.6,0.49444444444444446,0.4,0.0,0.0,0.0,0,1,0.016,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,6,5,logistic,mut_3->Y;mut_4->Y,0.3333333333333333,0.3611111111111111,0.2,0.0,0.5,0.6666666666666666,2,0.6859943405700353,0.008,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,6,gaussian,,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0,1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,6,6,logistic,mut_2->mut_3,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,1.0,1.0,1,1.0,0.016666666666666666,0.6666666666666666,0.0,1.0,0.0,0.5,0.0
n_obs,6,7,gaussian,mut_2->Y,0.4,0.37777777777777777,0.3333333333333333,0.0,0.5,0.6666666666666666,1,0.6969320524371696,0.009259259259259259,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,7,logistic,mut_1->mut_4;mut_2->Y,0.3333333333333333,0.3111111111111111,0.4,0.029411764705882353,0.5,0.5,1,0.47058823529411764,0.011111111111111112,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,8,gaussian,mut_1->Y;mut_4->mut_3,0.2,0.3,0.2,0.0,1.0,1.0,1,1.0,0.022222222222222223,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,8,logistic,mut_1->Y;mut_3->mut_4,0.2,0.3,0.2,0.02857142857142857,1.0,0.6666666666666666,1,0.6969320524371696,0.022222222222222223,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,6,9,gaussian,mut_1->mut_4,0.6,0.45,0.3333333333333333,0.02857142857142857,0.0,0.0,0,-0.02857142857142857,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,6,9,logistic,,0.6666666666666666,0.42777777777777776,0.26666666666666666,0.0,0.0,0.0,0,1,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,8,0,gaussian,mut_0->Y;mut_3->Y;mut_5->Y;mut_5->mut_2,0.5357142857142857,0.5327380952380952,0.35714285714285715,0.0,0.375,0.5454545454545454,3,0.5867386940384682,0.00248015873015873,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,8,0,logistic,mut_0->Y;mut_3->Y;mut_3->mut_0;mut_3->mut_1;mut_5->Y,0.5,0.46726190476190477,0.32142857142857145,0.0,0.375,0.5454545454545454,3,0.5867386940384682,0.0022321428571428575,0.1818181818181818,1.0,0.5,1.0,0.1111111111111111,1.0
n_obs,8,1,gaussian,mut_0->Y;mut_1->Y;mut_2->Y;mut_3->Y;mut_4->Y;mut_5->Y;mut_6->Y;mut_6->mut_4,0.5714285714285714,0.2738095238095238,0.32142857142857145,0.0,0.5833333333333334,0.7368421052631579,7,0.7294955398698875,0.0014285714285714286,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,8,1,logistic,mut_0->Y;mut_0->mut_1;mut_1->Y;mut_2->Y;mut_3->Y;mut_3->mut_5;mut_4->Y;mut_6->Y,0.4642857142857143,0.32142857142857145,0.32142857142857145,0.019230769230769232,0.5833333333333334,0.7,7,0.6657502859356828,0.0014285714285714286,0.2,0.923076923076923,0.5,1.0,0.125,0.8571428571428571
n_obs,8,2,gaussian,mut_0->Y,0.5,0.4363095238095238,0.21428571428571427,0.0,0.3333333333333333,0.5,1,0.5681120688308978,0.004373177842565598,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,8,2,logistic,mut_0->Y;mut_4->mut_6,0.4642857142857143,0.40059523809523817,0.25,0.01639344262295082,0.3333333333333333,0.4,1,0.3850273729397961,0.00510204081632653,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,8,3,gaussian,mut_4->mut_1;mut_5->mut_0;mut_6->mut_3,0.5714285714285714,0.5452380952380953,0.4642857142857143,0.0,0.0,0.0,0,1,0.004642857142857143,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,8,3,logistic,mut_3->Y;mut_4->mut_0,0.5357142857142857,0.4976190476190476,0.35714285714285715,0.0,0.1111111111111111,0.2,1,0.3114510614341045,0.0035714285714285713,0.0,0.6666666666666666,0.0,1.0,0.0,0.5
n_obs,8,4,gaussian,,0.5357142857142857,0.5000000000000001,0.2857142857142857,0.0,0.0,0.0,0,1,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,8,4,logistic,mut_1->mut_0;mut_2->Y,0.5357142857142857,0.5297619047619048,0.35714285714285715,0.01694915254237288,0.0,0.0,0,-0.036676570677971795,0.005580357142857143,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,8,5,gaussian,mut_0->mut_3;mut_1->Y;mut_4->Y;mut_5->Y;mut_5->mut_0,0.2857142857142857,0.4791666666666667,0.35714285714285715,0.017857142857142856,0.375,0.5,3,0.4879500364742666,0.0029515938606847697,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,8,5,logistic,mut_1->Y;mut_1->mut_0;mut_4->Y;mut_4->mut_6;mut_5->Y,0.4642857142857143,0.3928571428571429,0.35714285714285715,0.017857142857142856,0.375,0.5,3,0.4879500364742666,0.0029515938606847697,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,8,6,gaussian,mut_1->Y;mut_2->Y;mut_3->Y;mut_3->mut_0;mut_3->mut_4;mut_3->mut_6,0.7142857142857143,0.4836734693877552,0.35714285714285715,0.0,0.4166666666666667,0.5882352941176471,5,0.6059964013243635,0.0018221574344023325,0.30769230769230765,0.8571428571428571,0.6666666666666666,1.0,0.2,0.75
n_obs,8,6,logistic,mut_1->Y;mut_1->mut_6;mut_2->Y;mut_3->Y,0.7857142857142857,0.5848639455782313,0.35714285714285715,0.0,0.3333333333333333,0.5,4,0.53748384988657,0.0018221574344023325,0.18181818181818182,0.8571428571428571,1.0,1.0,0.1,0.75
n_obs,8,7,gaussian,,0.6071428571428571,0.5714285714285714,0.35714285714285715,0.0,0.0,0.0,0,1,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,8,7,logistic,mut_4->mut_3,0.5714285714285714,0.5357142857142857,0.32142857142857145,0.0,0.0,0.0,0,1,0.0032142857142857147,0.18181818181818182,0.0,1.0,0.0,0.1,0.0
n_obs,8,8,gaussian,mut_0->mut_6;mut_2->Y;mut_5->Y;mut_6->mut_2,0.5714285714285714,0.5823979591836734,0.39285714285714285,0.017857142857142856,0.25,0.36363636363636365,2,0.36321919154762317,0.0032467532467532465,0.0,0.6666666666666666,0.0,1.0,0.0,0.5
n_obs,8,8,logistic,mut_2->Y;mut_2->mut_1;mut_2->mut_5;mut_5->Y;mut_6->Y,0.42857142857142855,0.5508503401360544,0.35714285714285715,0.017857142857142856,0.375,0.5,3,0.4879500364742666,0.0029515938606847697,0.0,0.8571428571428571,0.0,1.0,0.0,0.75
n_obs,8,9,gaussian,mut_0->mut_6;mut_1->mut_3;mut_4->mut_6,0.39285714285714285,0.41547619047619044,0.39285714285714285,0.04918032786885246,0.0,0.0,0,-0.04918032786885246,0.006138392857142857,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,8,9,logistic,mut_2->Y;mut_5->mut_4;mut_5->mut_6,0.35714285714285715,0.455952380952381,0.39285714285714285,0.03278688524590164,0.0,0.0,0,-0.03983041789032374,0.006138392857142857,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,0,gaussian,mut_0->Y;mut_0->mut_5;mut_6->Y;mut_7->mut_5;mut_7->mut_6,0.4222222222222222,0.5594708994708993,0.3111111111111111,0.011111111111111112,0.2,0.3076923076923077,2,0.3321858829976445,0.001382716049382716,0.125,1.0,0.3333333333333333,1.0,0.07692307692307693,1.0
n_obs,10,0,logistic,mut_0->Y;mut_5->mut_8;mut_6->Y,0.6222222222222222,0.6487301587301588,0.26666666666666666,0.0,0.3,0.46153846153846156,3,0.5275893435844943,0.0011851851851851852,0.14285714285714288,1.0,1.0,1.0,0.07692307692307693,1.0
n_obs,10,1,gaussian,mut_2->mut_6,0.8666666666666667,0.8405555555555555,0.4444444444444444,0.011111111111111112,0.0,0.0,0,-0.0335012605086404,0.0012311480455524776,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,1,logistic,mut_0->mut_5;mut_4->mut_0;mut_6->mut_1,0.9333333333333333,0.7816137566137565,0.4888888888888889,0.011111111111111112,0.0,0.0,0,-0.0335012605086404,0.0013542628501077255,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,2,gaussian,mut_7->mut_1;mut_7->mut_3,0.6444444444444445,0.513641975308642,0.28888888888888886,0.0,0.0,0.0,0,1,0.002387511478420569,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,2,logistic,mut_4->mut_7;mut_8->mut_5,0.6444444444444445,0.46649911816578477,0.28888888888888886,0.010416666666666666,0.0,0.0,0,-0.020515248496555453,0.002387511478420569,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,3,gaussian,mut_0->mut_8;mut_3->Y;mut_6->mut_4,0.7555555555555555,0.6979365079365079,0.4222222222222222,0.010526315789473684,0.2,0.2857142857142857,1,0.29496308640500796,0.0013031550068587105,0.0,1.0,0.0,1.0,0.0,1.0
n_obs,10,3,logistic,mut_3->Y;mut_3->mut_6;mut_3->mut_7;mut_4->mut_2,0.7333333333333333,0.6253439153439153,0.35555555555555557,0.0,0.6,0.75,3,0.7665695441245898,0.0010973936899862826,0.2,1.0,0.6666666666666666,1.0,0.11764705882352941,1.0
n_obs,10,4,gaussian,mut_0->mut_8;mut_6->Y;mut_6->mut_5;mut_7->Y,0.6,0.6835449735449735,0.37777777777777777,0.011363636363636364,0.16666666666666666,0.26666666666666666,2,0.29584579066572636,0.00130718954248366,0.0,0.8,0.0,1.0,0.0,0.6666666666666666
n_obs,10,4,logistic,mut_0->mut_1;mut_0->mut_6;mut_0->mut_7;mut_5->Y;mut_6->Y;mut_7->Y;mut_7->mut_8,0.37777777777777777,0.5367724867724868,0.3111111111111111,0.022727272727272728,0.4166666666666667,0.5263157894736842,5,0.50173093302415,0.0010765090349865436,0.22222222222222224,1.0,0.5,1.0,0.14285714285714285,1.0
n_obs,10,5,gaussian,,0.9555555555555556,0.8705291005291005,0.4666666666666667,0.0,0.0,0.0,0,1,0.0010582010582010583,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,5,logistic,mut_0->Y;mut_3->mut_7;mut_4->Y;mut_8->Y;mut_8->mut_2;mut_8->mut_3,0.6888888888888889,0.6260846560846561,0.37777777777777777,0.0,0.36363636363636365,0.5333333333333333,4,0.5806214017078704,0.0008566389518770471,0.1904761904761905,1.0,0.6666666666666666,1.0,0.1111111111111111,1.0
n_obs,10,6,gaussian,mut_1->mut_5;mut_7->Y;mut_7->mut_3;mut_7->mut_4;mut_7->mut_6,0.7111111111111111,0.5437037037037036,0.4,0.02197802197802198,0.0,0.0,0,-0.04492649300236792,0.002366863905325444,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,6,logistic,mut_2->mut_1;mut_4->mut_3;mut_5->mut_6;mut_7->Y,0.4888888888888889,0.49407407407407405,0.28888888888888886,0.01098901098901099,0.1111111111111111,0.18181818181818182,1,0.204665134788565,0.0017094017094017092,0.25,0.0,0.6666666666666666,0.0,0.15384615384615385,0.0
n_obs,10,7,gaussian,mut_1->mut_0;mut_5->mut_7;mut_6->Y,0.6888888888888889,0.6378042328042327,0.28888888888888886,0.010638297872340425,0.16666666666666666,0.25,1,0.2646763180494774,0.001473922902494331,0.14285714285714285,0.6666666666666666,0.5,1.0,0.08333333333333333,0.5
n_obs,10,7,logistic,mut_1->mut_7;mut_2->mut_8;mut_3->mut_6;mut_6->Y;mut_6->mut_5,0.6222222222222222,0.5951058201058201,0.3333333333333333,0.02127659574468085,0.3333333333333333,0.4,2,0.3781877902948909,0.0017006802721088435,0.125,0.6666666666666666,0.25,1.0,0.08333333333333333,0.5
n_obs,10,8,gaussian,mut_5->mut_6;mut_7->mut_4;mut_8->mut_0,0.5111111111111111,0.4374074074074074,0.26666666666666666,0.010752688172043012,0.0,0.0,0,-0.02757337634153148,0.0032921810699588477,0.0,0.0,0.0,0.0,0.0,0.0
n_obs,10,8,logistic,mut_1->mut_3;mut_5->mut_4;mut_7->mut_6,0.4,0.41888888888888887,0.2222222222222222,0.010752688172043012,0.0,0.0,0,-0.02757337634153148,0.0027434842249657062,0.16666666666666666,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0
n_obs,10,9,gaussian,mut_0->mut_3;mut_6->mut_2;mut_8->mut_1,0.6222222222222222,0.5994973544973544,0.37777777777777777,0.010869565217391304,0.0,0.0,0,-0.02963694829829247,0.0014756944444444444,0.10526315789473684,0.0,0.3333333333333333,0.0,0.0625,0.0
n_obs,10,9,logistic,mut_2->mut_6;mut_3->mut_0;mut_3->mut_1;mut_5->mut_8;mut_6->mut_7,0.5333333333333333,0.540978835978836,0.37777777777777777,0.021739130434782608,0.125,0.18181818181818182,1,0.16422081026966037,0.0014756944444444444,0.19047619047619047,0.0,0.4,0.0,0.125,0.0
p_graph,0.0,0,gaussian,mut_6->mut_1,0.0,0.022222222222222223,0.022222222222222223,0.0,1,1,0,1,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
p_graph,0.0,0,logistic,mut_4->mut_0;mut_4->mut_2;mut_6->Y,0.0,0.07777777777777778,0.06666666666666667,0.01,1,0.0,0,1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
p_graph,0.0,1,gaussian,mut_0->mut_6;mut_5->mut_3,0.0,0.044444444444444446,0.044444444444444446,0.01,1,0.0,0,1,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0
p_graph,0.0,1,logistic,mut_0->mut_1;mut_1->mut_2;mut_3->Y;mut_4->mut_8;mut_6->mut_7,0.0,0.12222222222222223,0.1111111111111111,0.05,1,0.0,0,1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
p_graph,0.0,2,gaussian,mut_5->mut_8,0.0,0.022222222222222223,0.022222222222222223,0.01,1,0.0,0,1,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
