param,value,seed,model,sd,sc,shd,fpr,tpr,f1,f1_bin_bin,precision_bin_bin,recall_bin_bin,f1_bin_cont,precision_bin_cont,recall_bin_cont
p_mix,0.8,5,gaussian,0.8444444444444444,0.7497354497354496,0.4444444444444444,0.011235955056179775,0.2727272727272727,0.4,0.087,0.2,0.056,0.5,0.4,0.667
p_mix,0.8,5,logistic,0.8666666666666667,0.6611816578483246,0.4666666666666667,0.033707865168539325,0.18181818181818182,0.25,0.167,0.333,0.111,0.222,0.167,0.333
p_mix,0.8,6,gaussian,0.6,0.5251851851851851,0.35555555555555557,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.8,6,logistic,0.4666666666666667,0.482962962962963,0.28888888888888886,0.0,0.0,0.0,0.133,0.5,0.077,0.0,0.0,0.0
p_mix,0.8,7,gaussian,0.6888888888888889,0.6133597883597883,0.35555555555555557,0.031914893617021274,0.16666666666666666,0.2,0.0,0.0,0.0,0.333,0.25,0.5
p_mix,0.8,7,logistic,0.4222222222222222,0.425,0.26666666666666666,0.031914893617021274,0.3333333333333333,0.36363636363636365,0.455,0.5,0.417,0.167,0.1,0.5
p_mix,0.8,8,gaussian,0.4222222222222222,0.44111111111111106,0.26666666666666666,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.8,8,logistic,0.28888888888888886,0.3996296296296296,0.24444444444444444,0.021505376344086023,0.42857142857142855,0.5,0.353,0.375,0.333,0.0,0.0,0.0
p_mix,0.8,9,gaussian,0.6,0.6137830687830687,0.4666666666666667,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.8,9,logistic,0.5111111111111111,0.4672751322751323,0.24444444444444444,0.010869565217391304,0.125,0.2,0.522,0.857,0.375,0.0,0.0,0.0
p_mix,1.0,0,gaussian,0.6,0.6068253968253968,0.3111111111111111,0.022222222222222223,0.4,0.5,0.3,0.429,0.231,0.222,0.143,0.5
p_mix,1.0,0,logistic,0.7555555555555555,0.593915343915344,0.37777777777777777,0.022222222222222223,0.2,0.2857142857142857,0.105,0.167,0.077,0.25,0.167,0.5
p_mix,1.0,1,gaussian,0.6,0.573968253968254,0.5111111111111111,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.4,0.25,1.0
p_mix,1.0,1,logistic,0.4888888888888889,0.4108201058201059,0.3333333333333333,0.022222222222222223,0.6,0.6666666666666666,0.37,0.5,0.294,0.333,0.2,1.0
p_mix,1.0,2,gaussian,0.4222222222222222,0.5023368606701939,0.26666666666666666,0.010416666666666666,0.25,0.3333333333333333,0.133,0.2,0.1,0.333,0.2,1.0
p_mix,1.0,2,logistic,0.4666666666666667,0.4623192239858906,0.35555555555555557,0.03125,0.25,0.25,0.0,0.0,0.0,0.25,0.143,1.0
p_mix,1.0,3,gaussian,0.6666666666666666,0.5483068783068783,0.4,0.031578947368421054,0.4,0.4,0.174,0.333,0.118,0.286,0.167,1.0
p_mix,1.0,3,logistic,0.4444444444444444,0.31777777777777777,0.35555555555555557,0.031578947368421054,0.2,0.2222222222222222,0.37,0.5,0.294,0.182,0.1,1.0
p_mix,1.0,4,gaussian,0.6444444444444445,0.6495238095238096,0.4222222222222222,0.022727272727272728,0.16666666666666666,0.25,0.1,0.167,0.071,0.222,0.167,0.333
p_mix,1.0,4,logistic,0.6444444444444445,0.5095238095238096,0.4,0.022727272727272728,0.25,0.35294117647058826,0.261,0.333,0.214,0.167,0.111,0.333
p_mix,1.0,5,gaussian,0.8888888888888888,0.7702116402116403,0.5111111111111111,0.033707865168539325,0.09090909090909091,0.13333333333333333,0.0,0.0,0.0,0.286,0.25,0.333
p_mix,1.0,5,logistic,0.7333333333333333,0.42601410934744266,0.4444444444444444,0.033707865168539325,0.18181818181818182,0.25,0.345,0.455,0.278,0.143,0.091,0.333
p_mix,1.0,6,gaussian,0.7333333333333333,0.4859259259259259,0.3111111111111111,0.02197802197802198,0.0,0.0,0.125,0.333,0.077,0.0,0.0,0.0
p_mix,1.0,6,logistic,0.5777777777777777,0.5492063492063491,0.3111111111111111,0.02197802197802198,0.1111111111111111,0.16666666666666666,0.222,0.4,0.154,0.0,0.0,0.0
p_mix,1.0,7,gaussian,0.8,0.6222486772486773,0.3333333333333333,0.02127659574468085,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.4,0.333,0.5
p_mix,1.0,7,logistic,0.5333333333333333,0.5115079365079366,0.28888888888888886,0.02127659574468085,0.5,0.5454545454545454,0.381,0.444,0.333,0.182,0.111,0.5
p_mix,1.0,8,gaussian,0.4444444444444444,0.36703703703703705,0.3111111111111111,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,1.0,8,logistic,0.3333333333333333,0.3392063492063492,0.3111111111111111,0.03225806451612903,0.2857142857142857,0.3333333333333333,0.222,0.222,0.222,0.0,0.0,0.0
p_mix,1.0,9,gaussian,0.6222222222222222,0.6199206349206349,0.4222222222222222,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,1.0,9,logistic,0.4666666666666667,0.36746031746031743,0.4444444444444444,0.08695652173913043,0.125,0.11764705882352941,0.286,0.333,0.25,0.0,0.0,0.0
n_samples,200,0,gaussian,0.5555555555555556,0.6031746031746033,0.35555555555555557,0.011111111111111112,0.2,0.3076923076923077,0.0,0.0,0.0,0.571,0.4,1.0
n_samples,200,0,logistic,0.5777777777777777,0.5728042328042329,0.3333333333333333,0.011111111111111112,0.2,0.3076923076923077,0.105,0.167,0.077,0.5,0.333,1.0
n_samples,200,1,gaussian,0.6666666666666666,0.6624779541446207,0.4888888888888889,0.03333333333333333,0.2,0.26666666666666666,0.0,0.0,0.0,0.444,0.286,1.0
n_samples,200,1,logistic,0.6444444444444445,0.7371693121693121,0.3333333333333333,0.0,0.4,0.5714285714285714,0.19,0.5,0.118,0.667,0.5,1.0
n_samples,200,2,gaussian,0.4666666666666667,0.4948765432098765,0.28888888888888886,0.0,0.25,0.4,0.0,0.0,0.0,0.4,0.25,1.0
n_samples,200,2,logistic,0.37777777777777777,0.3902204585537919,0.26666666666666666,0.041666666666666664,0.25,0.2222222222222222,0.316,0.333,0.3,0.2,0.111,1.0
n_samples,200,3,gaussian,0.7555555555555555,0.6875661375661376,0.4222222222222222,0.021052631578947368,0.0,0.0,0.1,0.333,0.059,0.0,0.0,0.0
n_samples,200,3,logistic,0.7111111111111111,0.514973544973545,0.35555555555555557,0.021052631578947368,0.0,0.0,0.4,0.625,0.294,0.0,0.0,0.0
n_samples,200,4,gaussian,0.5555555555555556,0.6494708994708994,0.35555555555555557,0.011363636363636364,0.25,0.375,0.0,0.0,0.0,0.75,0.6,1.0
n_samples,200,4,logistic,0.4,0.3938359788359789,0.2,0.011363636363636364,0.6666666666666666,0.7619047619047619,0.5,0.6,0.429,0.462,0.3,1.0
n_samples,200,5,gaussian,0.8666666666666667,0.7921164021164021,0.4222222222222222,0.0,0.18181818181818182,0.3076923076923077,0.182,0.5,0.111,0.286,0.25,0.333
n_samples,200,5,logistic,0.7111111111111111,0.6668253968253968,0.4444444444444444,0.011235955056179775,0.2727272727272727,0.4,0.08,0.143,0.056,0.6,0.429,1.0
n_samples,200,6,gaussian,0.7333333333333333,0.5259259259259259,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_samples,200,6,logistic,0.5555555555555556,0.47333333333333333,0.28888888888888886,0.01098901098901099,0.1111111111111111,0.18181818181818182,0.235,0.5,0.154,0.0,0.0,0.0
n_samples,200,7,gaussian,0.5333333333333333,0.5396560846560846,0.26666666666666666,0.010638297872340425,0.3333333333333333,0.4444444444444444,0.125,0.25,0.083,0.667,0.5,1.0
n_samples,200,7,logistic,0.5555555555555556,0.46267195767195773,0.28888888888888886,0.031914893617021274,0.6666666666666666,0.6153846153846154,0.211,0.286,0.167,0.444,0.286,1.0
n_samples,200,8,gaussian,0.4888888888888889,0.43444444444444447,0.3111111111111111,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_samples,200,8,logistic,0.2222222222222222,0.3003703703703704,0.13333333333333333,0.0,0.5714285714285714,0.7272727272727273,0.571,0.8,0.444,0.0,0.0,0.0
n_samples,200,9,gaussian,0.7333333333333333,0.558015873015873,0.37777777777777777,0.010869565217391304,0.125,0.2,0.105,0.333,0.062,0.0,0.0,0.0
n_samples,200,9,logistic,0.7333333333333333,0.5802380952380953,0.35555555555555557,0.0,0.0,0.0,0.111,0.5,0.062,0.0,0.0,0.0
n_samples,400,0,gaussian,0.6,0.5651322751322752,0.37777777777777777,0.03333333333333333,0.2,0.26666666666666666,0.0,0.0,0.0,0.5,0.333,1.0
n_samples,400,0,logistic,0.4888888888888889,0.322010582010582,0.3111111111111111,0.022222222222222223,0.5,0.5882352941176471,0.385,0.385,0.385,0.267,0.154,1.0
n_samples,400,1,gaussian,0.8444444444444444,0.6572222222222222,0.5111111111111111,0.03333333333333333,0.0,0.0,0.087,0.167,0.059,0.0,0.0,0.0
n_samples,400,1,logistic,0.7333333333333333,0.47970899470899464,0.5111111111111111,0.03333333333333333,0.2,0.26666666666666666,0.222,0.3,0.176,0.0,0.0,0.0
n_samples,400,2,gaussian,0.7777777777777778,0.4450176366843034,0.3111111111111111,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_samples,400,2,logistic,0.4666666666666667,0.3948589065255732,0.2222222222222222,0.020833333333333332,0.25,0.2857142857142857,0.526,0.556,0.5,0.0,0.0,0.0
n_samples,400,3,gaussian,0.6,0.5183068783068784,0.5555555555555556,0.08421052631578947,0.2,0.14285714285714285,0.0,0.0,0.0,0.2,0.111,1.0
n_samples,400,3,logistic,0.6222222222222222,0.4987301587301587,0.4444444444444444,0.042105263157894736,0.4,0.36363636363636365,0.16,0.25,0.118,0.222,0.125,1.0
n_samples,400,4,gaussian,0.5333333333333333,0.6280952380952382,0.3111111111111111,0.011363636363636364,0.3333333333333333,0.47058823529411764,0.105,0.2,0.071,0.75,0.6,1.0
n_samples,400,4,logistic,0.35555555555555557,0.45021164021164023,0.24444444444444444,0.0,0.5,0.6666666666666666,0.364,0.5,0.286,0.545,0.375,1.0
n_samples,400,5,gaussian,0.7111111111111111,0.68994708994709,0.4666666666666667,0.02247191011235955,0.2727272727272727,0.375,0.0,0.0,0.0,0.667,0.5,1.0
n_samples,400,5,logistic,0.6,0.5171957671957672,0.3111111111111111,0.0,0.45454545454545453,0.625,0.37,0.556,0.278,0.5,0.333,1.0
n_samples,400,6,gaussian,0.6,0.4681481481481481,0.3111111111111111,0.02197802197802198,0.1111111111111111,0.16666666666666666,0.222,0.4,0.154,0.0,0.0,0.0
n_samples,400,6,logistic,0.4888888888888889,0.34740740740740744,0.3111111111111111,0.01098901098901099,0.3333333333333333,0.46153846153846156,0.3,0.429,0.231,0.0,0.0,0.0
n_samples,400,7,gaussian,0.6444444444444445,0.6244708994708995,0.3333333333333333,0.010638297872340425,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.571,0.4,1.0
n_samples,400,7,logistic,0.4222222222222222,0.4896560846560846,0.26666666666666666,0.02127659574468085,0.5,0.5454545454545454,0.222,0.333,0.167,0.5,0.333,1.0
n_samples,400,8,gaussian,0.37777777777777777,0.4077777777777778,0.2,0.010752688172043012,0.14285714285714285,0.2222222222222222,0.182,0.5,0.111,0.0,0.0,0.0
n_samples,400,8,logistic,0.3333333333333333,0.3425925925925926,0.2222222222222222,0.021505376344086023,0.2857142857142857,0.36363636363636365,0.286,0.4,0.222,0.0,0.0,0.0
n_samples,400,9,gaussian,0.7111111111111111,0.5172751322751322,0.4,0.0,0.125,0.2222222222222222,0.1,0.25,0.062,0.0,0.0,0.0
n_samples,400,9,logistic,0.6444444444444445,0.473941798941799,0.35555555555555557,0.010869565217391304,0.25,0.36363636363636365,0.273,0.5,0.188,0.0,0.0,0.0
n_samples,600,0,gaussian,0.5111111111111111,0.4902645502645503,0.4444444444444444,0.03333333333333333,0.2,0.26666666666666666,0.0,0.0,0.0,0.364,0.222,1.0
n_samples,600,0,logistic,0.4888888888888889,0.5172486772486773,0.26666666666666666,0.011111111111111112,0.3,0.42857142857142855,0.3,0.429,0.231,0.444,0.286,1.0
n_samples,600,1,gaussian,0.9111111111111111,0.7285978835978835,0.4222222222222222,0.011111111111111112,0.1,0.16666666666666666,0.19,0.5,0.118,0.0,0.0,0.0
n_samples,600,1,logistic,0.6,0.5575396825396824,0.4,0.022222222222222223,0.3,0.4,0.25,0.429,0.176,0.222,0.143,0.5
n_samples,600,2,gaussian,0.4888888888888889,0.4468871252204585,0.35555555555555557,0.041666666666666664,0.25,0.2222222222222222,0.0,0.0,0.0,0.25,0.143,1.0
n_samples,600,2,logistic,0.28888888888888886,0.3146472663139329,0.15555555555555556,0.010416666666666666,0.25,0.3333333333333333,0.5,0.667,0.4,0.286,0.167,1.0
n_samples,600,3,gaussian,0.7333333333333333,0.6457142857142857,0.4444444444444444,0.021052631578947368,0.2,0.25,0.0,0.0,0.0,0.4,0.25,1.0
n_samples,600,3,logistic,0.24444444444444444,0.1583068783068783,0.17777777777777778,0.0,0.4,0.5714285714285714,0.69,0.833,0.588,0.154,0.083,1.0
n_samples,600,4,gaussian,0.4666666666666667,0.33325396825396825,0.5555555555555556,0.03409090909090909,0.25,0.3333333333333333,0.0,0.0,0.0,0.353,0.214,1.0
n_samples,600,4,logistic,0.4666666666666667,0.43793650793650796,0.4444444444444444,0.045454545454545456,0.3333333333333333,0.4,0.08,0.091,0.071,0.429,0.273,1.0
n_samples,600,5,gaussian,0.8444444444444444,0.6811111111111112,0.5777777777777777,0.0449438202247191,0.09090909090909091,0.125,0.08,0.143,0.056,0.0,0.0,0.0
n_samples,600,5,logistic,0.5777777777777777,0.31229276895943564,0.4,0.056179775280898875,0.45454545454545453,0.47619047619047616,0.323,0.385,0.278,0.375,0.231,1.0
n_samples,600,6,gaussian,0.5777777777777777,0.46074074074074073,0.37777777777777777,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_samples,600,6,logistic,0.4888888888888889,0.39185185185185184,0.3333333333333333,0.0,0.1111111111111111,0.2,0.211,0.333,0.154,0.0,0.0,0.0
n_samples,600,7,gaussian,0.5333333333333333,0.5795502645502645,0.3111111111111111,0.010638297872340425,0.3333333333333333,0.4444444444444444,0.111,0.167,0.083,0.5,0.333,1.0
n_samples,600,7,logistic,0.4888888888888889,0.4362698412698413,0.28888888888888886,0.02127659574468085,0.5,0.5454545454545454,0.211,0.286,0.167,0.444,0.286,1.0
n_samples,600,8,gaussian,0.15555555555555556,0.3293121693121693,0.2222222222222222,0.021505376344086023,0.42857142857142855,0.5,0.444,0.444,0.444,0.0,0.0,0.0
n_samples,600,8,logistic,0.3111111111111111,0.3596296296296296,0.17777777777777778,0.0,0.2857142857142857,0.4444444444444444,0.333,0.667,0.222,0.0,0.0,0.0
n_samples,600,9,gaussian,0.6,0.45420634920634917,0.5333333333333333,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_samples,600,9,logistic,0.3333333333333333,0.19055555555555553,0.24444444444444444,0.043478260869565216,0.5,0.5,0.621,0.692,0.562,0.0,0.0,0.0
n_samples,800,0,gaussian,0.6444444444444445,0.5606349206349207,0.4444444444444444,0.06666666666666667,0.2,0.2222222222222222,0.0,0.0,0.0,0.364,0.222,1.0
n_samples,800,0,logistic,0.28888888888888886,0.19060846560846562,0.2,0.011111111111111112,0.6,0.7058823529411765,0.56,0.583,0.538,0.286,0.167,1.0
