split,k,mu_index,mu_rel,cv_auc,cv_log_loss,cv_stability
4,10,6,0.6579332246575682,0.7745610726911787,0.5692514170522489,0.5896386946386947
4,10,7,1.5199110829529332,0.7643487917901594,0.5791091087218991,0.4715656565656565
4,10,8,3.511191734215131,0.7662882816467971,0.5772901545484227,0.5784090909090909
4,10,9,8.111308307896872,0.7662882816467971,0.577290154548423,0.5784090909090909
4,10,10,18.73817422860385,0.7646335038478271,0.5787970915448389,0.6171212121212121
4,10,11,43.287612810830616,0.7626278476527648,0.5803016362371992,0.6888888888888889
4,10,12,100.0,0.7567258331243869,0.5872930125242759,0.7303030303030303
5,2,0,0.0,0.7302261520800697,0.5967318864561528,0.4999999999999999
5,2,1,0.01,0.7302261520800697,0.5967318864561528,0.4999999999999999
5,2,2,0.023101297000831602,0.7302261520800697,0.5967318864561528,0.4999999999999999
5,2,3,0.0533669923120631,0.7302261520800697,0.5967318864561528,0.4999999999999999
5,2,4,0.12328467394420659,0.7302261520800697,0.5967318864561528,0.4999999999999999
5,2,5,0.2848035868435802,0.7302261520800697,0.596731885016311,0.4999999999999999
5,2,6,0.6579332246575682,0.7302261520800697,0.596731887949155,0.4999999999999999
5,2,7,1.5199110829529332,0.7325864669925516,0.5945006275333944,0.7333333333333333
5,2,8,3.511191734215131,0.7325864669925516,0.5945006275333944,0.7333333333333333
5,2,9,8.111308307896872,0.7095347547398672,0.6084380885707151,0.4
5,2,10,18.73817422860385,0.7104718486785663,0.6079305285135772,0.7333333333333333
5,2,11,43.287612810830616,0.7104718486785663,0.6079305285136019,0.7333333333333333
5,2,12,100.0,0.7104718486785663,0.6079305285136019,0.7333333333333333
5,4,0,0.0,0.7634204235931483,0.5784613252655162,0.7333333333333333
5,4,1,0.01,0.7634204235931483,0.5784613252655161,0.7333333333333333
5,4,2,0.023101297000831602,0.7634204235931483,0.5784613252655161,0.7333333333333333
5,4,3,0.0533669923120631,0.7632750869538196,0.5783791092994759,0.8400000000000001
5,4,4,0.12328467394420659,0.7634204235931483,0.5784613302745403,0.7333333333333333
5,4,5,0.2848035868435802,0.7634204235931483,0.57846131415154,0.7333333333333333
5,4,6,0.6579332246575682,0.762349662578462,0.5795160762550982,0.5599999999999999
5,4,7,1.5199110829529332,0.7504511876366635,0.5882756703160483,0.6
5,4,8,3.511191734215131,0.7381631295803001,0.5952765704745223,0.42666666666666664
5,4,9,8.111308307896872,0.7217459355473786,0.6066668059069582,0.8
5,4,10,18.73817422860385,0.7217459355473786,0.6066668059069582,0.8
