rep,arm,k,auc,n,p
4,cfs_iamb,10,0.8205842783009802,581,11
4,cfs_hiton_mb,10,0.8196553270549043,581,11
4,cfs_cg,10,0.8155230956499455,581,11
5,vanilla,2,0.8296815939522071,581,11
5,causal,2,0.8296815939522071,581,11
5,iamb_soft_cg,2,0.8296815939522071,581,11
5,iamb_soft_fz,2,0.8296815939522071,581,11
5,cfs_iamb,2,0.8236594272535076,581,11
5,cfs_hiton_mb,2,0.8236594272535076,581,11
5,cfs_cg,2,0.8296815939522071,581,11
5,vanilla,4,0.8691780383112306,581,11
5,causal,4,0.8691780383112306,581,11
5,iamb_soft_cg,4,0.8691780383112306,581,11
5,iamb_soft_fz,4,0.8691780383112306,581,11
5,cfs_iamb,4,0.8316355948491254,581,11
5,cfs_hiton_mb,4,0.8218655903645332,581,11
5,cfs_cg,4,0.8296815939522071,581,11
5,vanilla,6,0.8658145941444039,581,11
5,causal,6,0.8658145941444039,581,11
5,iamb_soft_cg,6,0.8658145941444039,581,11
5,iamb_soft_fz,6,0.8658145941444039,581,11
5,cfs_iamb,6,0.8316355948491254,581,11
5,cfs_hiton_mb,6,0.8218655903645332,581,11
5,cfs_cg,6,0.8296815939522071,581,11
5,vanilla,8,0.8708117111922609,581,11
5,causal,8,0.8708117111922609,581,11
5,iamb_soft_cg,8,0.8708117111922609,581,11
5,iamb_soft_fz,8,0.8687936446921648,581,11
5,cfs_iamb,8,0.8316355948491254,581,11
5,cfs_hiton_mb,8,0.8218655903645332,581,11
5,cfs_cg,8,0.8296815939522071,581,11
5,vanilla,10,0.8722211544621693,581,11
5,causal,10,0.8722211544621693,581,11
5,iamb_soft_cg,10,0.8722211544621693,581,11
5,iamb_soft_fz,10,0.8722211544621693,581,11
5,cfs_iamb,10,0.8316355948491254,581,11
5,cfs_hiton_mb,10,0.8218655903645332,581,11
5,cfs_cg,10,0.8296815939522071,581,11
6,vanilla,2,0.8268306746108015,581,11
6,causal,2,0.8268306746108015,581,11
6,iamb_soft_cg,2,0.8268306746108015,581,11
6,iamb_soft_fz,2,0.8268306746108015,581,11
6,cfs_iamb,2,0.8267986418092127,581,11
6,cfs_hiton_mb,2,0.8267986418092127,581,11
6,cfs_cg,2,0.835799859055673,581,11
6,vanilla,4,0.8738548273431994,581,11
6,causal,4,0.8738548273431994,581,11
6,iamb_soft_cg,4,0.8738548273431994,581,11
6,iamb_soft_fz,4,0.8525209814850407,581,11
6,cfs_iamb,4,0.8362803510795055,581,11
6,cfs_hiton_mb,4,0.8305144467935166,581,11
6,cfs_cg,4,0.8374014991351144,581,11
6,vanilla,6,0.871548465628804,581,11
6,causal,6,0.871548465628804,581,11
6,iamb_soft_cg,6,0.871548465628804,581,11
6,iamb_soft_fz,6,0.8575821641360755,581,11
6,cfs_iamb,6,0.8362803510795055,581,11
6,cfs_hiton_mb,6,0.8305144467935166,581,11
6,cfs_cg,6,0.8374014991351144,581,11
6,vanilla,8,0.8750720738035749,581,11
6,causal,8,0.8768659106925493,581,11
6,iamb_soft_cg,8,0.8727657120891792,581,11
6,iamb_soft_fz,8,0.8713562688192709,581,11
6,cfs_iamb,8,0.8362803510795055,581,11
6,cfs_hiton_mb,8,0.8305144467935166,581,11
6,cfs_cg,8,0.8374014991351144,581,11
6,vanilla,10,0.8723172528669356,581,11
6,causal,10,0.8759369594464732,581,11
6,iamb_soft_cg,10,0.8759369594464732,581,11
6,iamb_soft_fz,10,0.874879876994042,581,11
6,cfs_iamb,10,0.8362803510795055,581,11
6,cfs_hiton_mb,10,0.8305144467935166,581,11
6,cfs_cg,10,0.8374014991351144,581,11
7,vanilla,2,0.8005637773079632,581,11
7,causal,2,0.8005637773079632,581,11
7,iamb_soft_cg,2,0.8005637773079632,581,11
7,iamb_soft_fz,2,0.8005637773079632,581,11
7,cfs_iamb,2,0.7959510538791723,581,11
7,cfs_hiton_mb,2,0.7959510538791723,581,11
7,cfs_cg,2,0.8044077134986226,581,11
7,vanilla,4,0.8603690178743033,581,11
7,causal,4,0.8603690178743033,581,11
7,iamb_soft_cg,4,0.8603690178743033,581,11
7,iamb_soft_fz,4,0.8603690178743033,581,11
7,cfs_iamb,4,0.8108142738163879,581,11
7,cfs_hiton_mb,4,0.807130501633673,581,11
7,cfs_cg,4,0.8105580114036774,581,11
7,vanilla,6,0.8521365878659748,581,11
7,causal,6,0.8521365878659748,581,11
7,iamb_soft_cg,6,0.8574220001281312,581,11
7,iamb_soft_fz,6,0.8521365878659748,581,11
