seed,arm,mu_rel,auc_source,auc_TX,auc_FL
6,causal,2.0,0.6947213664961436,0.7497291463282009,0.7404055059523809
6,causal,4.0,0.693933883899297,0.7329998432636833,0.7288777595690175
6,causal,8.0,0.693933883899297,0.7329998432636833,0.7288777595690175
6,causal,16.0,0.693933883899297,0.7329998432636833,0.7288777595690175
6,causal,32.0,0.693933883899297,0.7329998432636833,0.7288777595690175
6,causal_ce,0.5,0.6946213286479863,0.752072687180206,0.7457612360608801
6,causal_ce,1.0,0.6946213286479863,0.752072687180206,0.7457612360608801
6,causal_ce,2.0,0.6948212361003585,0.7471270381137699,0.7365715886829415
6,causal_ce,4.0,0.6948212361003585,0.7471270381137699,0.7365715886829415
6,causal_ce,8.0,0.6948212361003585,0.7471270381137699,0.7365715886829415
6,causal_ce,16.0,0.6948212361003585,0.7471270381137699,0.7365715886829415
6,causal_ce,32.0,0.6948212361003585,0.7471270381137699,0.7365715886829415
6,causal_icp,0.5,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,causal_icp,1.0,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,causal_icp,2.0,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,causal_icp,4.0,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,causal_icp,8.0,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,causal_icp,16.0,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,causal_icp,32.0,0.6917442226376128,0.7369909121472336,0.7312637978450874
6,cfs_iamb,,0.6863615605392852,0.7460463713323253,0.73979015973478
6,cfs_hiton_mb,,0.6863615605392852,0.7460463713323253,0.73979015973478
6,cfs_cg,,0.6521241538002672,0.6822414265604748,0.6942959802591923
7,vanilla,0.0,0.6989794981142899,0.7552126913323813,0.7320903679320437
7,causal,0.5,0.6989794981142899,0.7552126913323813,0.7320903679320437
7,causal,1.0,0.6989794981142899,0.7552126913323813,0.7320903679320437
7,causal,2.0,0.6963354533734828,0.7402647857107197,0.7174536128210486
7,causal,4.0,0.6910055108124605,0.74157509223935,0.7193892610586343
7,causal,8.0,0.6910055108124605,0.74157509223935,0.7193892610586343
7,causal,16.0,0.6910055108124605,0.74157509223935,0.7193892610586343
7,causal,32.0,0.6910055108124605,0.74157509223935,0.7193892610586343
7,causal_ce,0.5,0.6974612137352655,0.7448749931196506,0.722407205723681
7,causal_ce,1.0,0.6974612137352655,0.7448749931196506,0.722407205723681
7,causal_ce,2.0,0.6919371119127793,0.7484121860480595,0.7230667161955657
7,causal_ce,4.0,0.6882622836937644,0.7478212760455891,0.7233169383679215
7,causal_ce,8.0,0.6882622836937644,0.7478212760455891,0.7233169383679215
7,causal_ce,16.0,0.6882622836937644,0.7478212760455891,0.7233169383679215
